location,Latitude,SunInclination,Altitude
3757,50.81407005996351,-4,10
3758,50.83908026143511,-4,10
3759,49.964628845943615,-4,10
3760,53.70745476595117,-4,10
3761,49.9574706780745,-4,10
3762,49.30121901594763,-4,10
3763,50.767636758506335,-4,10
3764,48.280560283764544,-4,10
3765,52.25230142553429,-4,10
3766,53.8938463315332,-4,10
3767,53.00781164328181,-4,10
3768,49.97031481019728,-4,10
3769,49.344393467777145,-4,10
3770,51.994813089296606,-4,10
3771,51.672931724431336,-4,10
3772,54.08172927561615,-4,10
3773,52.08708634315699,-4,10
3774,53.97706668204713,-4,10
3775,54.075910232982366,-4,10
3776,51.80185282188496,-4,10
3778,51.19473986351155,-4,10
3779,51.28782054130027,-4,10
3780,52.75438039749267,-4,10
3781,49.79620329074904,-4,10
3782,50.21508516455749,-4,10
3783,49.34305146026109,-4,10
3784,54.74370260722454,-4,10
3785,51.96951226694527,-4,10
3786,50.51742807175653,-4,10
3787,52.23475100939801,-4,10
3788,53.93982293114479,-4,10
3789,51.3396242714649,-4,10
3790,48.8596048097671,-4,10
3791,54.10050373749302,-4,10
3792,51.79289028507701,-4,10
3793,53.91944686533272,-4,10
3794,51.45878890245717,-4,10
3795,51.85537222397871,-4,10
3796,47.82777979763838,-4,10
5316,48.59984371475397,-4,10
5317,49.49840241210352,-4,10
5318,51.404935144383806,-4,10
5319,49.2595350731493,-4,10
5320,50.718535813900914,-4,10
5321,48.181545249257816,-4,10
5322,53.68806499066074,-4,10
5323,50.08942713920604,-4,10
5324,48.25704819809125,-4,10
5325,52.813585391675495,-4,10
5326,52.088897857018566,-4,10
5327,50.64278441293891,-4,10
5328,54.20079187517443,-4,10
5329,52.71889306395946,-4,10
5330,50.97815723867891,-4,10
5331,53.08881375635435,-4,10
5332,53.41448200322588,-4,10
5333,51.97274015823401,-4,10
5334,54.12318123478924,-4,10
5335,49.87749624612932,-4,10
5336,51.4191484696576,-4,10
5337,52.597122303119576,-4,10
5338,53.93966005321104,-4,10
5339,49.5731127351574,-4,10
5340,50.71056644879701,-4,10
5341,54.77905385804006,-4,10
5342,51.98797287763782,-4,10
5343,53.538179799517984,-4,10
5344,51.01658817428298,-4,10
5345,50.14584244948267,-4,10
5346,52.86152478178334,-4,10
5347,49.22051175016211,-4,10
5348,52.85426380357882,-4,10
5349,47.7861041954576,-4,10
5350,53.512696448310216,-4,10
5351,50.8570352224963,-4,10
5352,49.84540306711199,-4,10
5353,49.82055432096626,-4,10
5354,49.78732857280778,-4,10
5355,48.010415995103926,-4,10
5356,54.647032437318174,-4,10
5357,53.92883115120499,-4,10
5358,51.47467817534645,-4,10
5359,50.86498577968744,-4,10
5360,53.21079920494959,-4,10
5361,52.8319547508951,-4,10
5362,49.93523349654436,-4,10
5363,50.494505806286064,-4,10
5364,52.22432161276807,-4,10
5365,49.57696133747488,-4,10
5366,52.80200060163785,-4,10
